id,runtime,budget,revenue,film_id
5314,1h 29 min,"$10,000,000","$3,204,663",5314
5315,1h 46 min,"$15,000,000","$46,553,280",5315
5316,2h 38 min,"$15,000,000","$660,132",5316
5317,2h 0 min,"$8,500,000","$15,861,566",5317
5318,1h 49 min,,"$427,418",5318
5319,1h 37 min,"$25,000,000","$66,980,456",5319
5320,1h 31 min,"$17,000,000","$97,542,952",5320
5321,2h 0 min,"$8,500,000","$15,861,566",5321
5322,1h 49 min,,"$427,418",5322
5323,1h 37 min,"$25,000,000","$66,980,456",5323
5324,1h 31 min,"$17,000,000","$97,542,952",5324
5325,1h 13 min,,,5325
5326,1h 30 min,,"$44,483",5326
5327,1h 31 min,,,5327
5328,1h 58 min,"$9,000,000","$2,395,231",5328
5329,1h 49 min,"$10,000,000","$20,603,715",5329
5330,1h 37 min,"$9,000,000","$4,777,465",5330
5331,1h 46 min,,,5331
5332,1h 36 min,"$10,400,000","$7,825,000",5332
5333,1h 56 min,"$6,500,000","$2,401,510",5333
5334,1h 57 min,"$54,000,000","$155,010,032",5334
5335,1h 31 min,"$1,000,000","$17,985,893",5335
5336,1h 29 min,"$300,000","$11,988,469",5336
5337,1h 52 min,"$31,000,000","$106,683,817",5337
5338,1h 28 min,,,5338
5339,2h 0 min,"$32,679,734","$4,412,639",5339
5340,1h 47 min,,,5340
5341,1h 33 min,,,5341
5342,1h 43 min,,"$1,119,537",5342
5343,2h 6 min,"$175,000,000","$148,700,000",5343
5344,2h 28 min,"$245,000,000","$880,707,597",5344
5345,1h 22 min,"$12,000,000","$12,235,843",5345
5346,1h 47 min,"$5,500,000","$5,483,299",5346
5347,1h 40 min,"$42,000,000","$11,100,000",5347
5348,1h 48 min,"$10,000,000","$96,542,059",5348
5349,1h 51 min,"$15,000,000","$7,938,872",5349
5350,1h 38 min,"$25,000,000","$68,474,305",5350
5351,1h 57 min,,,5351
5352,1h 28 min,"$15,000,000","$65,774,490",5352
5353,1h 56 min,"$39,000,000","$12,800,000",5353
5354,1h 24 min,,"$2,500,431",5354
5355,2h 2 min,"$16,000,000","$3,442,853",5355
5356,1h 25 min,"$3,000,000","$4,545,747",5356
5357,1h 46 min,"$7,000,000",,5357
5358,1h 58 min,"$185,000,000","$566,652,812",5358
5359,2h 2 min,"$25,000,000","$15,478,800",5359
5360,1h 35 min,"$15,000,000","$12,800,000",5360
5361,1h 35 min,"$15,000,000","$12,800,000",5361
5362,1h 53 min,,,5362
5363,1h 29 min,"$50,000,000","$91,500,000",5363
5364,1h 51 min,"$30,000,000","$21,360,215",5364
5365,2h 30 min,,"$22,179,785",5365
5366,1h 40 min,,"$37,473",5366
5367,1h 17 min,"$30,000,000","$45,554,533",5367
5368,1h 22 min,"$127,500,000","$354,248,063",5368
5369,1h 44 min,"$60,000,000","$52,322,400",5369
5370,1h 50 min,"$5,005,600",,5370
5371,1h 47 min,"$35,000,000","$47,000,000",5371
5372,1h 54 min,,"$8,362,969",5372
5373,1h 47 min,"$8,000,000","$8,826,094",5373
5374,1h 54 min,"$62,000,000","$107,879,496",5374
5375,1h 38 min,"$38,000,000","$122,417,389",5375
5376,1h 47 min,,,5376
5377,2h 9 min,"$170,000,000","$1,310,466,296",5377
5378,1h 42 min,"$20,000,000","$27,100,000",5378
5379,1h 57 min,"$22,000,000","$150,000,000",5379
5380,1h 42 min,"$75,000,000","$119,483,446",5380
5381,1h 43 min,"$57,000,000","$115,267,375",5381
5382,1h 35 min,"$60,000,000","$26,700,000",5382
5383,2h 3 min,"$35,000,000","$29,419,291",5383
5384,2h 1 min,,"$14,521",5384
5385,1h 49 min,"$61,000,000","$131,940,411",5385
5386,1h 46 min,"$10,000,000","$85,300,000",5386
5387,1h 44 min,"$15,000,000","$40,283,321",5387
5388,1h 17 min,"$3,000,000",,5388
5389,1h 34 min,,,5389
5390,1h 41 min,,,5390
5391,0h 5 min,,,5391
5392,1h 47 min,"$8,000,000","$8,826,094",5392
5393,1h 55 min,"$20,000,000","$36,560,338",5393
5394,1h 28 min,"$25,000,000","$133,752,825",5394
5395,2h 9 min,"$73,000,000","$618,638,999",5395
5396,1h 38 min,,,5396
5397,1h 26 min,"$20,000,000","$2,700,000",5397
5398,1h 25 min,,,5398
5399,2h 18 min,"$100,000,000","$35,200,000",5399
5400,1h 34 min,"$13,000,000","$29,610,210",5400
5401,1h 34 min,,,5401
5402,2h 4 min,"$60,000,000","$101,134,059",5402
5403,1h 39 min,"$250,000",,5403
5404,1h 14 min,,,5404
5405,1h 32 min,"$23,000,000","$76,500,000",5405
5406,1h 52 min,"$16,000,000","$14,569,236",5406
5407,2h 4 min,"$125,000,000","$552,639,571",5407
5408,1h 38 min,,,5408
5409,2h 20 min,"$69,000,000","$151,572,634",5409
5410,1h 38 min,,,5410
5411,1h 43 min,"$15,000,000","$14,867,514",5411
5412,1h 37 min,"$25,000,000","$44,480,039",5412
5413,1h 48 min,"$25,000,000","$43,001,500",5413
5414,1h 35 min,"$5,000,000","$6,538,177",5414
5415,1h 58 min,"$22,000,000","$63,766,510",5415
5416,0h 44 min,,,5416
5417,1h 43 min,,,5417
5418,1h 49 min,"$20,000,000","$9,400,000",5418
5419,1h 33 min,"$15,000,000","$14,900,000",5419
5420,1h 0 min,,,5420
5421,2h 20 min,"$40,000,000","$359,126,022",5421
5422,2h 7 min,"$55,000,000","$16,700,000",5422
5423,1h 47 min,"$14,000,000","$8,863,193",5423
5424,1h 50 min,,,5424
5425,1h 27 min,"$300,000",,5425
5426,1h 50 min,,,5426
5427,1h 36 min,,,5427
5428,1h 32 min,"$6,000,000",,5428
5429,1h 36 min,"$2,500,000","$1,185,012",5429
5430,1h 35 min,"$15,500,000","$7,385,434",5430
5431,1h 32 min,"$30,000,000","$46,372,519",5431
5432,1h 32 min,,"$2,021,735",5432
5433,1h 33 min,,,5433
5434,1h 32 min,"$132,000,000","$373,552,094",5434
5435,1h 30 min,,,5435
5436,1h 43 min,"$15,000,000","$27,293,743",5436
5437,1h 36 min,"$20,000,000","$14,946,150",5437
5438,1h 47 min,,"$51,264,022",5438
5439,1h 41 min,"$7,000,000","$6,680,926",5439
5440,1h 45 min,"$6,000,000","$24,271,196",5440
5441,1h 28 min,"$9,000,000","$23,936,908",5441
5442,1h 45 min,"$6,000,000","$24,271,196",5442
5443,1h 47 min,"$60,000,000","$128,038,368",5443
5444,1h 51 min,"$45,000,000","$212,000,000",5444
5445,1h 29 min,,,5445
5446,1h 56 min,"$84,000,000","$148,100,000",5446
5447,1h 45 min,"$20,000,000","$1,969,193",5447
5448,1h 29 min,,"$2,488,740",5448
5449,1h 43 min,"$10,900,000","$31,451,622",5449
5450,1h 24 min,"$86,000,000","$14,373,825",5450
5451,1h 32 min,"$35,000,000","$92,158,961",5451
5452,1h 41 min,"$2,000,000",,5452
5453,1h 28 min,"$2,000,000","$18,016,290",5453
5454,1h 38 min,,,5454
5455,1h 30 min,"$6,837,995","$6,294,941",5455
5456,2h 10 min,"$125,000,000","$134,038,006",5456
5457,1h 44 min,"$15,000,000","$4,882,577",5457
5458,1h 33 min,"$7,500,000","$38,934,048",5458
5459,1h 50 min,"$40,000,000","$54,682,547",5459
5460,2h 2 min,"$12,000,000","$12,376,625",5460
5461,1h 33 min,"$45,000,000","$185,400,345",5461
5462,1h 55 min,"$22,000,000","$68,625,104",5462
5463,1h 35 min,,"$67,132",5463
5464,2h 3 min,"$13,000,000","$51,723,285",5464
5465,1h 56 min,,"$11,057,648",5465
5466,1h 25 min,"$11,000,000","$8,266,343",5466
5467,1h 32 min,"$1,000,000","$1,239,541",5467
5468,1h 50 min,"$75,000,000","$342,463,063",5468
5469,2h 15 min,"$20,000,000","$4,001,121",5469
5470,1h 59 min,"$105,000,000","$115,772,733",5470
5471,1h 33 min,"$10,000,000","$26,330,482",5471
5472,1h 31 min,,"$14,702,744",5472
5473,1h 49 min,"$60,000,000","$2,927,708",5473
5474,1h 33 min,,"$14,097",5474
5475,1h 52 min,"$40,000,000","$103,967,384",5475
5476,1h 36 min,"$17,000,000","$293,671",5476
5477,1h 43 min,"$32,000,000","$7,162,618",5477
5478,1h 43 min,"$6,000,000","$31,400,000",5478
5479,1h 42 min,"$100,000,000","$268,426,634",5479
5480,1h 34 min,"$8,000,000","$25,500,000",5480
5481,1h 35 min,"$11,000,000","$27,391,084",5481
5482,1h 47 min,"$25,000,000","$9,204,549",5482
5483,1h 42 min,"$10,000,000","$4,633,668",5483
5484,1h 43 min,"$6,000,000","$31,400,000",5484
5485,0h 4 min,,,5485
5486,1h 47 min,,"$1,361,611",5486
5487,1h 52 min,"$170,000,000","$644,783,140",5487
5488,1h 33 min,"$40,000,000","$51,070,807",5488
5489,1h 31 min,,,5489
5490,1h 46 min,"$225,000,000","$624,000,000",5490
5491,1h 33 min,"$500,000","$264,349",5491
5492,1h 55 min,"$27,000,000","$60,527,873",5492
5493,1h 33 min,"$60,720,000","$553,810,228",5493
5494,1h 41 min,"$27,000,000","$38,122,105",5494
5495,2h 10 min,"$40,000,000","$191,185,897",5495
5496,2h 8 min,"$28,000,000","$195,300,000",5496
5497,1h 56 min,"$38,000,000","$123,205,624",5497
5498,1h 0 min,,"$18,000,000",5498
5499,1h 49 min,"$120,000,000","$310,000,000",5499
5500,1h 38 min,,"$443,458",5500
5501,1h 42 min,"$2,100,000","$282,382",5501
5502,1h 34 min,"$2,000,000","$10,300,000",5502
5503,1h 53 min,,,5503
5504,2h 5 min,"$32,500,000","$288,383,523",5504
5505,1h 44 min,"$10,000,000","$12,768,921",5505
5506,2h 12 min,"$11,318,430","$17,997,350",5506
5507,1h 37 min,"$51,000,000","$99,630,675",5507
5508,1h 25 min,,"$3,123,963",5508
5509,2h 24 min,"$178,000,000","$543,934,787",5509
5510,1h 33 min,,"$200,000",5510
5511,1h 38 min,"$150,000,000","$309,979,994",5511
5512,2h 31 min,"$30,000,000","$30,500,000",5512
5513,2h 9 min,"$58,000,000","$25,928,721",5513
5514,1h 53 min,"$2,600,000","$354,023",5514
5515,1h 53 min,,,5515
5516,1h 33 min,"$60,720,000","$553,810,228",5516
5517,1h 40 min,"$20,000,000","$36,606,743",5517
5518,1h 45 min,,,5518
5519,0h 13 min,,,5519
5520,1h 48 min,"$7,000,000",,5520
5521,1h 19 min,,,5521
5522,1h 49 min,,,5522
5523,1h 36 min,"$2,000,000",,5523
5524,2h 1 min,"$25,000,000","$19,844,979",5524
5525,1h 46 min,,"$7,163,566",5525
5526,1h 33 min,"$65,000,000","$26,874,347",5526
5527,2h 3 min,"$53,000,000","$99,975,678",5527
5528,0h 3 min,,,5528
5529,1h 56 min,"$17,500,000","$25,000,000",5529
5530,1h 26 min,"$100,000,000","$119,559,110",5530
5531,0h 6 min,,,5531
5532,2h 7 min,"$35,000,000","$57,063,861",5532
5533,1h 12 min,,,5533
5534,2h 11 min,"$60,000,000","$102,367,405",5534
5535,0h 43 min,,,5535
5536,1h 51 min,"$7,700,000",,5536
5537,2h 21 min,"$200,000,000","$708,962,323",5537
5538,1h 59 min,"$25,000,000","$39,053,061",5538
5539,1h 41 min,"$15,000,000","$7,600,000",5539
5540,1h 57 min,"$132,000,000","$603,873,119",5540
5541,2h 11 min,"$130,000,000","$348,807,090",5541
5542,2h 29 min,,,5542
5543,1h 41 min,"$103,000,000","$500,200,000",5543
5544,1h 37 min,"$26,000,000","$160,846,332",5544
5545,2h 0 min,"$6,000,000","$46,616,067",5545
5546,1h 30 min,,,5546
5547,1h 58 min,"$7,000,000","$3,400,000",5547
5548,2h 7 min,,"$2,746,207",5548
5549,1h 32 min,"$25,000,000","$23,800,000",5549
5550,1h 49 min,"$115,000,000","$286,140,700",5550
5551,1h 20 min,,,5551
5552,1h 35 min,,"$21,791,288",5552
5553,1h 29 min,"$150,000,000","$603,900,000",5553
5554,1h 50 min,"$7,000,000",,5554
5555,2h 6 min,,"$2,404,127",5555
5556,1h 52 min,"$11,000,000","$863,000",5556
5557,1h 43 min,"$2,000,000","$572,809",5557
5558,1h 43 min,,,5558
5559,1h 32 min,,,5559
5560,1h 25 min,,,5560
5561,1h 25 min,,,5561
5562,1h 28 min,,"$5,569,593",5562
5563,1h 47 min,"$5,000,000","$12,232,628",5563
5564,1h 48 min,"$76,000,000","$236,350,661",5564
5565,1h 47 min,"$7,000,000",,5565
5566,1h 38 min,"$2,000,000","$4,100,000",5566
5567,1h 58 min,"$4,000,000","$2,431,443",5567
5568,1h 51 min,"$30,000,000","$105,173,115",5568
5569,1h 43 min,"$28,000,000","$299,965,036",5569
5570,1h 11 min,,,5570
5571,1h 45 min,,,5571
5572,1h 15 min,,,5572
5573,1h 44 min,"$85,000,000","$158,964,610",5573
5574,1h 53 min,"$50,000,000","$37,800,000",5574
5575,2h 1 min,"$85,000,000","$219,103,655",5575
5576,1h 36 min,"$38,000,000","$321,700,000",5576
5577,2h 1 min,"$7,000,000","$126,400,000",5577
5578,1h 52 min,"$74,000,000","$192,907,684",5578
5579,2h 1 min,"$88,000,000","$36,964,325",5579
5580,1h 40 min,,,5580
5581,1h 50 min,"$5,400,000","$12,055,868",5581
5582,1h 48 min,"$25,000,000","$104,500,000",5582
5583,2h 3 min,,"$15,645,616",5583
5584,1h 14 min,"$16,000,000","$68,400,000",5584
5585,1h 38 min,"$50,000,000","$42,792,561",5585
5586,1h 33 min,,"$36,403,064",5586
5587,1h 44 min,"$20,000,000","$59,000,000",5587
5588,1h 26 min,"$70,000,000","$349,305,397",5588
5589,1h 46 min,"$18,000,000","$14,700,000",5589
5590,1h 53 min,,,5590
5591,1h 40 min,"$20,000,000","$183,936,074",5591
5592,1h 33 min,,,5592
5593,1h 31 min,"$8,000,000","$2,500,000",5593
5594,1h 37 min,"$23,000,000","$36,642,838",5594
5595,1h 31 min,"$10,000,000","$54,999,651",5595
5596,1h 35 min,"$5,000,000","$368,744,044",5596
5597,1h 57 min,"$38,000,000","$118,071,125",5597
5598,1h 38 min,,"$23,598",5598
5599,1h 38 min,"$16,800,000","$51,029,361",5599
5600,1h 44 min,,,5600
5601,1h 56 min,"$46,000,000","$100,900,000",5601
5602,1h 35 min,"$12,700,000","$18,800,000",5602
5603,1h 54 min,"$15,000,000","$6,524,886",5603
5604,1h 39 min,,"$31,220,247",5604
5605,1h 41 min,"$70,000,000","$123,081,555",5605
5606,1h 41 min,"$100,000,000","$100,140,916",5606
5607,1h 33 min,"$65,000,000","$117,758,500",5607
5608,2h 4 min,"$20,000,000","$32,000,000",5608
5609,1h 38 min,"$11,000,000","$59,520,298",5609
5610,1h 28 min,"$60,000,000","$123,054,041",5610
5611,2h 35 min,"$45,000,000",,5611
5612,1h 44 min,,"$106,270",5612
5613,1h 49 min,,,5613
5614,1h 50 min,,"$13,446,769",5614
5615,1h 42 min,"$2,000,000",,5615
5616,1h 52 min,"$70,000,000","$255,000,211",5616
5617,1h 37 min,,"$3,295,624",5617
5618,1h 31 min,,"$1,500,000",5618
5619,2h 9 min,"$5,000,000",,5619
5620,1h 37 min,,"$224,145",5620
5621,1h 41 min,"$19,474,589","$19,474,589",5621
5622,1h 37 min,"$7,000,000","$95,461,682",5622
5623,1h 54 min,"$27,000,000","$25,023,434",5623
5624,2h 0 min,"$24,000,000","$172,363,301",5624
5625,1h 42 min,"$30,000,000","$51,147,812",5625
5626,1h 28 min,,,5626
5627,0h 57 min,"$100,000","$443,807",5627
5628,1h 28 min,,"$1,825,491",5628
5629,2h 9 min,"$42,000,000","$73,900,000",5629
5630,1h 35 min,"$75,000,000","$13,596,911",5630
5631,1h 35 min,"$7,000,000","$201,500,000",5631
5632,1h 42 min,"$7,800,000","$22,441,323",5632
5633,1h 28 min,,"$1,068,353",5633
5634,1h 35 min,,"$7,478,544",5634
5635,1h 30 min,,,5635
5636,1h 46 min,"$32,000,000","$40,222,729",5636
5637,1h 48 min,,"$343,847",5637
5638,1h 37 min,"$22,000,000","$189,833,357",5638
5639,1h 56 min,"$62,000,000","$127,700,000",5639
5640,1h 25 min,"$1,250,000",,5640
5641,1h 48 min,"$22,000,000","$25,806,953",5641
5642,1h 26 min,"$85,000,000","$298,572,799",5642
5643,1h 39 min,"$19,000,000","$175,000,000",5643
5644,1h 55 min,"$26,000,000","$61,489,265",5644
5645,1h 37 min,,"$4,779,170",5645
5646,1h 41 min,,"$14,924,998",5646
5647,1h 19 min,,,5647
5648,1h 43 min,"$80,000,000","$176,885,658",5648
5649,1h 49 min,"$17,000,000","$57,103,895",5649
5650,1h 47 min,,,5650
5651,2h 21 min,"$18,000,000","$62,000,000",5651
5652,1h 50 min,"$12,000,000","$82,499,399",5652
5653,1h 1 min,,"$15,000,000",5653
5654,2h 5 min,"$170,000,000","$400,062,763",5654
5655,1h 53 min,"$15,000,000","$32,721,635",5655
5656,1h 12 min,"$20,000,000","$109,862,682",5656
5657,1h 25 min,"$4,500,000","$1,261,000",5657
5658,1h 50 min,"$22,000,000","$147,880,543",5658
5659,1h 24 min,,,5659
5660,1h 58 min,"$55,000,000","$381,545,846",5660
5661,1h 27 min,,,5661
5662,1h 51 min,,,5662
5663,1h 32 min,,,5663
5664,1h 44 min,,,5664
5665,1h 56 min,"$129,000,000","$384,056,482",5665
5666,1h 39 min,"$28,000,000","$92,380,927",5666
5667,2h 0 min,"$12,000,000","$566,611",5667
5668,1h 42 min,"$20,000,000","$128,000,000",5668
5669,1h 32 min,"$22,000,000","$17,669,776",5669
5670,1h 30 min,"$9,300,000","$20,100,000",5670
5671,1h 59 min,"$40,000,000","$288,500,000",5671
5672,1h 45 min,"$175,000,000",,5672
5673,1h 30 min,"$7,546,570","$29,370,592",5673
5674,1h 26 min,"$2,500,000",,5674
5675,1h 34 min,"$30,000,000","$40,300,000",5675
5676,1h 32 min,,,5676
5677,1h 42 min,"$80,000,000","$586,764,305",5677
5678,1h 53 min,"$75,000,000",,5678
5679,1h 46 min,"$38,000,000","$28,121,100",5679
5680,1h 46 min,"$20,000,000","$30,426,096",5680
5681,1h 44 min,"$40,000,000","$108,300,000",5681
5682,1h 33 min,"$34,200,000","$234,801,895",5682
5683,1h 30 min,"$140,000,000","$258,097,122",5683
5684,1h 59 min,"$40,000,000","$144,100,000",5684
5685,2h 7 min,,,5685
5686,1h 44 min,"$20,000,000","$49,800,000",5686
5687,2h 6 min,,"$50,021,959",5687
5688,2h 10 min,"$19,000,000","$23,550,000",5688
5689,1h 49 min,"$21,000,000","$12,136,938",5689
5690,1h 44 min,"$20,000,000","$168,800,000",5690
5691,1h 50 min,"$20,000,000","$157,600,000",5691
5692,2h 1 min,"$15,000,000","$31,554,855",5692
5693,1h 45 min,"$25,000,000","$47,281,670",5693
5694,1h 47 min,,"$21,832,649",5694
5695,1h 20 min,,"$28,000,000",5695
5696,1h 44 min,,,5696
5697,2h 4 min,"$85,000,000","$315,200,000",5697
5698,1h 27 min,"$2,500,000","$360,000",5698
5699,1h 35 min,"$4,645,437","$9,757,417",5699
5700,2h 12 min,"$50,000,000","$30,303,072",5700
5701,1h 42 min,,"$1,783,064",5701
5702,1h 32 min,"$10,500,000","$1,363,964",5702
5703,1h 38 min,"$5,773,100","$18,144,030",5703
5704,1h 46 min,"$27,000,000","$21,100,000",5704
5705,2h 19 min,"$5,989,313",,5705
5706,1h 39 min,,,5706
5707,1h 35 min,,,5707
5708,1h 45 min,"$22,000,000",,5708
5709,1h 23 min,"$30,000,000","$132,032,598",5709
5710,1h 44 min,,"$516,139",5710
5711,2h 10 min,"$130,000,000","$328,718,434",5711
5712,1h 30 min,,,5712
5713,1h 56 min,"$16,000,000","$1,700,000",5713
5714,2h 11 min,"$30,000,000","$68,129,518",5714
5715,1h 55 min,"$85,000,000","$208,076,205",5715
5716,1h 58 min,"$80,000,000","$178,800,000",5716
5717,1h 30 min,"$35,000,000","$63,900,000",5717
5718,1h 28 min,,"$9,077,413",5718
5719,1h 56 min,"$8,000,000","$529,766",5719
5720,1h 41 min,,,5720
5721,1h 35 min,"$8,000,000","$34,694",5721
5722,1h 41 min,"$25,000,000","$71,500,000",5722
5723,1h 48 min,"$60,000,000","$256,700,000",5723
5724,1h 36 min,"$5,000,000","$2,543,216",5724
5725,2h 3 min,"$157,800,000","$117,449,790",5725
5726,2h 12 min,"$50,000,000","$56,996,304",5726
5727,1h 32 min,"$35,000,000","$99,300,000",5727
5728,1h 48 min,"$40,000,000","$9,112,817",5728
5729,1h 46 min,,"$3,200,000",5729
5730,1h 30 min,"$80,000,000","$1,034,800,131",5730
5731,1h 41 min,"$23,000,000","$79,799,880",5731
5732,1h 39 min,"$4,357,373","$1,200,000",5732
5733,1h 45 min,"$30,250,000","$115,101,622",5733
5734,1h 26 min,"$39,000,000","$26,800,000",5734
5735,0h 15 min,,,5735
5736,2h 11 min,"$150,000,000","$205,366,737",5736
5737,1h 25 min,,,5737
5738,2h 11 min,"$45,000,000","$139,346,243",5738
5739,1h 41 min,"$10,000,000",,5739
5740,1h 44 min,,"$5,681,622",5740
5741,1h 55 min,"$100,000,000","$94,882,889",5741
5742,1h 48 min,"$42,000,000","$46,704,056",5742
5743,1h 44 min,,"$5,681,622",5743
5744,1h 46 min,"$50,000,000","$41,482,207",5744
5745,1h 33 min,,,5745
5746,1h 41 min,"$10,000,000",,5746
5747,1h 49 min,"$70,000,000",,5747
5748,1h 44 min,"$11,000,000","$29,355,203",5748
5749,2h 22 min,"$22,000,000","$19,288,130",5749
5750,1h 30 min,"$10,000,000","$59,217,789",5750
5751,2h 13 min,"$38,000,000","$58,401,898",5751
5752,1h 48 min,,,5752
5753,1h 49 min,"$2,900,000","$938,055",5753
5754,0h 22 min,,,5754
5755,1h 44 min,,,5755
5756,1h 38 min,"$8,000,000","$16,115,878",5756
5757,1h 45 min,"$20,000,000","$89,325,780",5757
5758,1h 51 min,"$5,000,000","$34,300,000",5758
5759,2h 14 min,"$8,500,000","$42,000,000",5759
5760,1h 45 min,"$30,000,000","$82,406,909",5760
5761,1h 38 min,,"$135,095",5761
5762,1h 55 min,"$120,000,000","$829,747,654",5762
5763,1h 26 min,,,5763
5764,1h 52 min,,,5764
5765,1h 53 min,,,5765
5766,1h 59 min,"$15,600,000","$11,620,337",5766
5767,1h 45 min,"$11,000,000","$1,400,000",5767
5768,1h 16 min,"$3,000,000","$15,249,308",5768
5769,1h 30 min,,,5769
5770,1h 56 min,"$14,500,000","$65,673,233",5770
5771,2h 5 min,"$50,000,000","$48,169,156",5771
5772,1h 44 min,"$17,000,000","$136,600,000",5772
5773,2h 9 min,"$80,000,000","$96,105,964",5773
5774,1h 48 min,"$16,500,000","$13,620,075",5774
5775,2h 11 min,"$85,000,000","$137,300,000",5775
5776,1h 52 min,,,5776
5777,1h 40 min,"$800,000","$867,714",5777
5778,2h 3 min,"$40,000,000","$96,618,699",5778
5779,1h 29 min,"$18,000,000","$251,212,670",5779
5780,1h 47 min,"$120,000,000","$428,028,233",5780
5781,1h 51 min,"$40,000,000","$97,231,420",5781
5782,1h 35 min,,"$5,950,199",5782
5783,1h 33 min,,"$43,840",5783
5784,1h 32 min,,,5784
5785,1h 44 min,"$5,000,000","$44,459,951",5785
5786,1h 37 min,"$35,000,000","$117,000,000",5786
5787,1h 28 min,"$14,350,531","$3,964,682",5787
5788,1h 51 min,"$10,000,000","$101,300,000",5788
5789,1h 41 min,"$10,000,000","$29,450,920",5789
5790,1h 27 min,,"$41,624,046",5790
5791,1h 8 min,,,5791
5792,1h 33 min,,,5792
5793,1h 49 min,,"$302,109",5793
5794,1h 47 min,"$20,000,000","$19,300,000",5794
5795,1h 36 min,"$45,000,000","$35,700,000",5795
5796,1h 52 min,"$10,000,000","$15,100,000",5796
5797,1h 38 min,"$11,000,000","$59,800,000",5797
5798,2h 18 min,"$50,000,000","$46,112,640",5798
5799,1h 37 min,"$30,000,000","$43,763,247",5799
5800,1h 25 min,,,5800
5801,1h 30 min,"$75,000,000","$262,511,490",5801
5802,2h 3 min,"$30,000,000","$29,400,000",5802
5803,1h 54 min,"$2,500,000","$7,200",5803
5804,1h 36 min,,,5804
5805,1h 31 min,,,5805
5806,1h 17 min,,"$1,686,700",5806
5807,1h 27 min,,"$29,494",5807
5808,1h 37 min,"$1,500,000","$32,000",5808
5809,1h 29 min,"$9,000,000","$33,600,000",5809
5810,1h 53 min,"$5,000,000","$34,725,000",5810
5811,1h 51 min,"$12,000,000","$110,996,879",5811
5812,1h 26 min,"$2,000,000","$13,167,232",5812
5813,1h 41 min,,,5813
5814,1h 46 min,"$10,000,000","$2,995,811",5814
5815,2h 4 min,"$80,000,000","$34,105,207",5815
5816,1h 38 min,"$55,000,000","$223,387,299",5816
5817,1h 29 min,"$40,000,000","$458,863,600",5817
5818,1h 41 min,"$20,000,000","$9,800,000",5818
5819,1h 44 min,"$85,000,000","$80,900,000",5819
5820,1h 48 min,,"$9,215,591",5820
5821,2h 11 min,"$95,000,000","$39,220,516",5821
5822,1h 18 min,"$600,000","$7,200,000",5822
5823,0h 46 min,,"$19,581,369",5823
5824,1h 28 min,,"$6,330,000",5824
5825,1h 36 min,"$31,000,000","$27,400,000",5825
5826,1h 35 min,,,5826
5827,1h 30 min,"$33,000,000","$39,238,300",5827
5828,1h 38 min,"$15,000,000","$835,102",5828
5829,2h 12 min,"$90,000,000","$162,400,000",5829
5830,1h 52 min,,"$60,765",5830
5831,1h 39 min,"$3,000,000",,5831
5832,1h 30 min,"$2,200,000","$5,672,031",5832
5833,1h 40 min,"$2,457,000",,5833
5834,1h 0 min,,,5834
5835,1h 44 min,"$55,000,000","$63,408,614",5835
5836,2h 7 min,"$70,000,000","$374,100,000",5836
5837,1h 45 min,"$3,000,000",,5837
5838,1h 41 min,"$40,000,000","$106,407,672",5838
5839,1h 48 min,,"$97,529,550",5839
5840,1h 38 min,"$41,300,000","$106,371,651",5840
5841,1h 49 min,,,5841
5842,1h 45 min,,,5842
5843,1h 45 min,"$20,000,000","$133,423,964",5843
5844,1h 57 min,,,5844
5845,1h 40 min,"$9,000,000","$13,960,394",5845
5846,1h 37 min,"$125,000,000","$527,965,936",5846
5847,1h 30 min,"$125,000","$3,242,802",5847
5848,1h 37 min,,"$327,345",5848
5849,0h 26 min,,,5849
5850,1h 27 min,,,5850
5851,1h 32 min,"$5,000,000","$10,100,000",5851
5852,1h 49 min,"$28,000,000","$41,200,000",5852
5853,1h 35 min,,,5853
5854,1h 31 min,,"$500,104",5854
5855,0h 12 min,,,5855
5856,1h 38 min,"$4,300,000",,5856
5857,1h 18 min,,,5857
5858,1h 38 min,"$27,000,000","$93,282,604",5858
5859,0h 52 min,,"$16,400,000",5859
5860,1h 28 min,"$350,000","$10,000,000",5860
5861,1h 40 min,,"$44,291",5861
5862,1h 34 min,,,5862
5863,1h 35 min,,,5863
5864,1h 52 min,"$20,000,000","$37,700,000",5864
5865,2h 18 min,"$1,500,000",,5865
5866,2h 22 min,,,5866
5867,1h 38 min,"$18,000,000","$43,387,445",5867
5868,1h 22 min,,,5868
5869,1h 43 min,"$12,000,000","$23,006,849",5869
5870,1h 32 min,"$8,000,000","$426,224",5870
5871,1h 53 min,"$155,000,000","$415,686,217",5871
5872,2h 7 min,"$35,000,000",,5872
5873,1h 25 min,"$85,000,000","$149,000,000",5873
5874,1h 47 min,"$1,500,000","$53,000,000",5874
5875,1h 43 min,"$13,700,000","$10,436,638",5875
5876,1h 55 min,"$39,000,000","$21,730,766",5876
5877,1h 46 min,,,5877
5878,1h 59 min,"$250,000,000","$760,900,000",5878
5879,1h 59 min,,,5879
5880,1h 44 min,"$58,000,000","$100,541,806",5880
5881,1h 51 min,"$7,000,000","$24,700,000",5881
5882,1h 52 min,"$10,000,000","$12,008,642",5882
5883,1h 51 min,,"$101,982,854",5883
5884,1h 55 min,"$39,000,000","$21,730,766",5884
5885,1h 39 min,,,5885
5886,1h 55 min,,"$83,027,924",5886
