id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count
5538,The Sisterhood of the Traveling Pants,"Drama, Comedy, Romance",en,6.5,1,59,2005-06-01,1277
5539,The Hunting Party,"Action, Adventure, Thriller, Drama",en,6.5,1,41,2007-09-03,317
5540,War of the Worlds,"Adventure, Thriller, Science Fiction",en,6.5,1,57,2005-06-13,8315
5541,Mary Poppins Returns,"Fantasy, Family, Comedy",en,6.5,2,11,2018-12-13,3283
5542,The Last Days of American Crime,"Action, Crime, Thriller",en,6.5,2,29,2020-06-05,815
5543,Rio 2,"Animation, Adventure, Comedy, Family",en,6.5,1,41,2014-03-19,3456
5544,Freaky Friday,"Comedy, Family, Fantasy",en,6.5,1,37,2003-08-05,3768
5545,Colors,"Action, Crime, Drama",en,6.5,2,0,1988-04-15,454
5546,The Gendarme Gets Married,Comedy,fr,6.5,1,30,1968-10-30,552
5547,The Neon Demon,"Thriller, Horror",en,6.5,1,58,2016-05-31,3694
5548,The Blackout,"Thriller, Science Fiction, Action",ru,6.5,2,7,2019-11-21,467
5549,A Rainy Day in New York,"Comedy, Romance",en,6.5,1,32,2019-07-26,2216
5550,Elysium,"Science Fiction, Action, Drama, Thriller",en,6.5,1,49,2013-08-07,8762
5551,Romantics Anonymous,"Drama, Comedy, Romance",fr,6.5,1,20,2010-12-22,527
5552,The Rebound,"Romance, Comedy",en,6.5,1,35,2009-09-16,886
5553,Madagascar: Escape 2 Africa,"Family, Adventure, Animation, Comedy",en,6.5,1,29,2008-10-30,6829
5554,Queenpins,"Comedy, Crime",en,6.5,1,50,2021-08-26,425
5555,The Eyes of Tammy Faye,"Drama, History",en,6.5,2,6,2021-09-17,591
5556,Mother's Day,"Thriller, Crime, Horror",en,6.5,1,52,2010-09-23,414
5557,I Spit on Your Grave,"Thriller, Crime, Horror",en,6.5,1,43,2010-06-17,2260
5558,Dobermann,"Action, Crime",fr,6.5,1,43,1997-06-18,500
5559,Don't Move,"Thriller, Horror",en,6.5,1,32,2024-10-24,415
5560,Holiday in the Wild,"Romance, Comedy",en,6.5,1,25,2019-11-06,523
5561,Holiday in the Wild,"Romance, Comedy",en,6.5,1,25,2019-11-06,523
5562,Cobweb,Horror,en,6.5,1,28,2023-07-19,848
5563,Lone Wolf McQuade,"Action, Crime",en,6.5,1,47,1983-04-15,360
5564,2 Fast 2 Furious,"Action, Crime, Thriller",en,6.5,1,48,2003-06-05,7398
5565,Rolling to You,"Comedy, Romance",fr,6.5,1,47,2018-03-14,750
5566,Arctic,"Drama, Adventure",en,6.5,1,38,2018-11-21,1194
5567,Joe,Drama,en,6.5,1,58,2014-04-11,916
5568,Forgetting Sarah Marshall,"Comedy, Romance, Drama",en,6.5,1,51,2008-04-17,3332
5569,Beverly Hills Cop II,"Action, Comedy, Crime",en,6.5,1,43,1987-05-18,2504
5570,Death to 2020,Comedy,en,6.5,1,11,2020-12-27,723
5571,The Translators,"Mystery, Thriller",fr,6.5,1,45,2019-12-20,484
5572,Mac & Devin Go to High School,Comedy,en,6.5,1,15,2012-07-03,415
5573,The Fast and the Furious: Tokyo Drift,"Action, Crime, Drama, Thriller",en,6.5,1,44,2006-06-03,6841
5574,Operation Fortune: Ruse de Guerre,"Action, Thriller, Comedy, Adventure",en,6.5,1,53,2023-01-04,1503
5575,It's Complicated,"Comedy, Romance",en,6.5,2,1,2009-12-23,1377
5576,The Ugly Truth,"Comedy, Romance",en,6.5,1,36,2009-07-24,3502
5577,Live and Let Die,"Adventure, Action, Thriller",en,6.5,2,1,1973-06-27,2016
5578,The Lost City,"Action, Adventure, Comedy",en,6.5,1,52,2022-03-24,3559
5579,Snake Eyes: G.I. Joe Origins,"Action, Adventure",en,6.5,2,1,2021-07-22,1540
5580,A Man in a Hurry,"Comedy, Drama",fr,6.5,1,40,2018-11-07,307
5581,The Bookshop,Drama,en,6.5,1,50,2017-11-10,422
5582,Scary Stories to Tell in the Dark,"Horror, Thriller",en,6.5,1,48,2019-08-08,2631
5583,Revenge,"Thriller, Romance, Drama",en,6.5,2,3,1990-02-16,436
5584,Pokémon 3: The Movie,"Adventure, Fantasy, Animation, Action, Family",ja,6.5,1,14,2000-07-08,619
5585,Basic,"Action, Drama, Mystery, Thriller, Crime",en,6.5,1,38,2003-04-18,1017
5586,All of Me,"Comedy, Fantasy, Romance",en,6.5,1,33,1984-09-21,332
5587,Young Guns II,"Western, Adventure",en,6.5,1,44,1990-08-01,525
5588,The Lorax,"Animation, Family",en,6.5,1,26,2012-03-01,3516
5589,School Ties,Drama,en,6.5,1,46,1992-09-18,384
5590,Ricky Stanicky,Comedy,en,6.5,1,53,2024-02-21,573
5591,Bad Moms,Comedy,en,6.5,1,40,2016-07-28,4041
5592,Hell House LLC,"Horror, Mystery, Thriller",en,6.5,1,33,2015-10-16,450
5593,Restless,"Drama, Romance",en,6.5,1,31,2011-09-16,401
5594,Joy Ride,"Mystery, Thriller, Drama",en,6.5,1,37,2001-10-05,1172
5595,The Money Pit,"Comedy, Romance",en,6.5,1,31,1986-03-26,1112
5596,My Big Fat Greek Wedding,"Comedy, Drama, Romance",en,6.5,1,35,2002-04-19,2100
5597,Star Trek: Generations,"Science Fiction, Action, Adventure, Thriller",en,6.5,1,57,1994-11-18,1318
5598,Love at First Fight,"Comedy, Romance",fr,6.5,1,38,2014-08-20,432
5599,Magic in the Moonlight,"Comedy, Drama, Romance",en,6.5,1,38,2014-07-25,2057
5600,Four Flies on Grey Velvet,"Thriller, Mystery, Horror",it,6.5,1,44,1971-12-17,370
5601,Courage Under Fire,"Drama, Thriller, Mystery, War",en,6.5,1,56,1996-07-04,906
5602,Mr. Nice Guy,"Crime, Action, Comedy",cn,6.5,1,35,1997-01-31,656
5603,Armageddon Time,Drama,en,6.5,1,54,2022-10-28,415
5604,Honest Thief,"Thriller, Action, Crime",en,6.5,1,39,2020-09-03,1720
5605,The Lego Ninjago Movie,"Family, Animation, Action, Adventure, Comedy",en,6.5,1,41,2017-09-21,1036
5606,Where the Wild Things Are,"Family, Fantasy, Drama, Adventure",en,6.5,1,41,2009-10-16,1812
5607,Blue Streak,"Action, Comedy, Crime",en,6.5,1,33,1999-09-17,1468
5608,Copycat,"Thriller, Crime, Mystery, Horror",en,6.5,2,4,1995-10-27,938
5609,Quartet,"Drama, Comedy, Romance",en,6.5,1,38,2012-12-26,361
5610,The Pirates! In an Adventure with Scientists!,"Animation, Adventure, Family, Comedy",en,6.5,1,28,2012-03-12,1080
5611,Da 5 Bloods,"War, Drama",en,6.5,2,35,2020-06-12,1061
5612,Mortal,"Action, Fantasy, Thriller",en,6.5,1,44,2020-02-28,466
5613,Confessions of a Brazilian Call Girl,Drama,pt,6.5,1,49,2011-02-25,478
5614,The Grifters,"Crime, Drama",en,6.5,1,50,1990-08-08,383
5615,Subway,"Action, Thriller",fr,6.5,1,42,1985-04-10,439
5616,Cliffhanger,"Action, Adventure, Thriller",en,6.5,1,52,1993-05-28,2344
5617,Before I Wake,"Drama, Fantasy, Horror, Thriller",en,6.5,1,37,2016-04-07,1830
5618,Godzilla: The Planet Eater,"Animation, Science Fiction, Action, Adventure",ja,6.5,1,31,2018-11-09,342
5619,The Invisible Guardian,"Thriller, Crime, Mystery",es,6.5,2,9,2017-03-03,668
5620,Experimenter,"Drama, History",en,6.5,1,37,2015-10-16,452
5621,It Takes Two,"Comedy, Family, Romance",en,6.5,1,41,1995-11-17,876
5622,Arthur,"Comedy, Drama, Romance",en,6.5,1,37,1981-07-17,418
5623,Kingpin,Comedy,en,6.5,1,54,1996-07-04,854
5624,Scream 2,"Horror, Mystery",en,6.5,2,0,1997-12-12,4144
5625,The Watchers,"Horror, Mystery, Thriller",en,6.5,1,42,2024-06-06,1003
5626,Some Like It Rare,"Comedy, Horror",fr,6.5,1,28,2021-09-10,398
5627,Host,"Horror, Thriller, Mystery",en,6.5,0,57,2020-12-04,924
5628,New Order,"Drama, Thriller",es,6.5,1,28,2020-10-22,329
5629,Widows,"Crime, Thriller",en,6.5,2,9,2018-11-06,2278
5630,Osmosis Jones,"Adventure, Animation, Action, Comedy, Family",en,6.5,1,35,2001-08-10,1004
5631,Flashdance,"Drama, Romance",en,6.5,1,35,1983-04-14,1450
5632,Swimming Pool,"Crime, Thriller",en,6.5,1,42,2003-05-21,688
5633,EO,"Drama, Adventure",pl,6.5,1,28,2022-09-30,322
5634,When Mom Is Away,"Comedy, Family",it,6.5,1,35,2019-02-07,474
5635,The Taking of Deborah Logan,"Horror, Mystery, Thriller",en,6.5,1,30,2014-10-21,1214
5636,Hardball,Drama,en,6.5,1,46,2001-09-14,477
5637,The United States of Leland,"Crime, Drama",en,6.5,1,48,2003-05-15,310
5638,The Santa Clause,"Fantasy, Drama, Comedy, Family",en,6.5,1,37,1994-11-11,2020
5639,U-571,"War, Action, Adventure",en,6.5,1,56,2000-04-20,1211
5640,Tag,"Action, Fantasy, Horror",ja,6.5,1,25,2015-05-11,342
5641,Fair Game,"Drama, Thriller",en,6.5,1,48,2010-05-20,765
5642,Horton Hears a Who!,"Animation, Comedy, Family, Adventure, Fantasy",en,6.5,1,26,2008-03-03,3235
5643,Sleeping with the Enemy,"Drama, Crime, Thriller",en,6.5,1,39,1991-01-13,1064
5644,Flatliners,"Drama, Science Fiction, Horror",en,6.5,1,55,1990-08-10,1525
5645,A Royal Night Out,"Comedy, Drama, Romance",en,6.5,1,37,2015-05-14,307
5646,"Angus, Thongs and Perfect Snogging","Comedy, Drama, Family, Romance",en,6.5,1,41,2008-07-25,789
5647,Mulan II,"Animation, Comedy, Family, Action",en,6.5,1,19,2004-11-03,2339
5648,Analyze This,"Comedy, Crime",en,6.5,1,43,1999-03-05,1845
5649,Smokin' Aces,"Action, Comedy, Crime, Thriller",en,6.5,1,49,2006-12-09,1623
5650,Lift,"Action, Comedy, Crime",en,6.5,1,47,2024-01-10,1193
5651,Chennai Express,"Romance, Comedy, Action",hi,6.5,2,21,2013-08-08,324
5652,Act of Valor,"Action, Thriller, War",en,6.5,1,50,2012-02-24,1123
5653,Dragon Ball Z: The Tree of Might,"Action, Animation, Science Fiction",ja,6.5,1,1,1990-06-07,556
5654,TRON: Legacy,"Adventure, Action, Science Fiction",en,6.5,2,5,2010-12-14,7101
5655,The Last House on the Left,"Crime, Thriller, Horror, Drama",en,6.5,1,53,2009-03-13,1741
5656,Return to Never Land,"Adventure, Fantasy, Animation, Family",en,6.5,1,12,2002-02-14,2301
5657,From Beyond,"Horror, Science Fiction",en,6.5,1,25,1986-10-24,550
5658,The Game Plan,"Comedy, Family",en,6.5,1,50,2007-09-28,2021
5659,Under the Shadow,"Drama, Horror, War",fa,6.5,1,24,2016-09-30,655
5660,Fifty Shades Darker,"Drama, Romance",en,6.5,1,58,2017-02-08,7578
5661,God Willing,Comedy,it,6.5,1,27,2015-04-09,595
5662,The Devil Conspiracy,"Horror, Fantasy, Science Fiction, Thriller",en,6.5,1,51,2023-01-13,357
5663,Don't Move,"Thriller, Horror",en,6.5,1,32,2024-10-24,415
5664,Secret Headquarters,"Action, Adventure, Comedy, Science Fiction, Family",en,6.5,1,44,2022-08-12,353
5665,Meg 2: The Trench,"Action, Science Fiction, Horror",en,6.5,1,56,2023-08-02,3377
5666,Role Models,Comedy,en,6.5,1,39,2008-11-07,1868
5667,Tideland,"Fantasy, Drama, Thriller, Science Fiction",en,6.5,2,0,2005-09-09,543
5668,Forever Young,"Adventure, Fantasy, Drama, Science Fiction, Romance",en,6.5,1,42,1992-12-16,881
5669,Before I Go to Sleep,"Thriller, Mystery",en,6.5,1,32,2014-09-03,1972
5670,Heavy Metal,"Animation, Science Fiction, Adventure, Fantasy, Music",en,6.5,1,30,1981-08-07,692
5671,Wedding Crashers,"Comedy, Romance",en,6.5,1,59,2005-07-13,4314
5672,Mowgli: Legend of the Jungle,"Adventure, Drama",en,6.5,1,45,2018-11-25,2463
5673,Alibi.com,"Comedy, Family",fr,6.5,1,30,2017-02-15,1661
5674,The Ledge,"Thriller, Adventure",en,6.5,1,26,2022-02-18,327
5675,Safe,"Action, Crime, Thriller",en,6.5,1,34,2012-04-16,2430
5676,The Under-Gifted,Comedy,fr,6.5,1,32,1980-04-30,446
5677,The Hangover Part II,Comedy,en,6.5,1,42,2011-05-25,10396
5678,The Man from Toronto,"Action, Adventure, Comedy",en,6.5,1,53,2022-12-23,367
5679,The Deep End of the Ocean,"Drama, Mystery",en,6.5,1,46,1999-03-12,461
5680,What's Your Number?,"Comedy, Romance",en,6.5,1,46,2011-09-30,2314
5681,Confessions of a Shopaholic,"Comedy, Romance",en,6.5,1,44,2009-02-05,2590
5682,Big Daddy,"Comedy, Drama",en,6.5,1,33,1999-06-25,3220
5683,Rush Hour 3,"Action, Comedy, Crime",en,6.5,1,30,2007-08-08,3261
5684,The Beach,"Drama, Adventure, Romance, Thriller",en,6.5,1,59,2000-02-03,4316
5685,We Have a Ghost,"Comedy, Fantasy, Horror",en,6.5,2,7,2023-02-24,586
5686,She's Out of My League,"Romance, Comedy",en,6.5,1,44,2010-03-11,2104
5687,When a Man Loves a Woman,"Drama, Romance",en,6.5,2,6,1994-04-29,331
5688,Paris,Drama,fr,6.5,2,10,2008-02-20,327
5689,Judgment Night,"Action, Crime, Thriller",en,6.5,1,49,1993-10-15,331
5690,Ticket to Paradise,"Drama, Comedy, Romance",en,6.5,1,44,2022-09-08,1193
5691,Hustlers,"Drama, Comedy, Crime",en,6.5,1,50,2019-09-12,2903
5692,A Most Wanted Man,Thriller,en,6.5,2,1,2014-07-25,1338
5693,Asteroid City,"Comedy, Drama",en,6.5,1,45,2023-06-08,1846
5694,Master Z: Ip Man Legacy,"Action, Crime, Drama",cn,6.5,1,47,2018-12-20,527
5695,Pokémon 4Ever,"Adventure, Fantasy, Animation, Science Fiction, Family",ja,6.5,1,20,2001-07-06,408
5696,Super Fuzz,"Fantasy, Action, Comedy, Science Fiction",it,6.5,1,44,1980-09-18,323
5697,Air Force One,"Action, Thriller",en,6.5,2,4,1997-07-25,2914
5698,These Final Hours,"Science Fiction, Drama, Thriller",en,6.5,1,27,2014-07-31,547
5699,Young & Beautiful,Drama,fr,6.5,1,35,2013-08-21,1220
5700,Assassins,"Action, Adventure, Crime, Thriller",en,6.5,2,12,1995-10-06,1533
5701,Reservation Road,"Drama, Crime, Thriller",en,6.5,1,42,2007-09-13,374
5702,The Salvation,"Drama, Western",da,6.5,1,32,2014-05-22,841
5703,StreetDance 3D,"Music, Romance, Drama",en,6.5,1,38,2010-05-19,403
5704,Mindhunters,"Mystery, Thriller, Crime",en,6.5,1,46,2004-05-07,1162
5705,Offering to the Storm,"Crime, Thriller, Mystery",es,6.5,2,19,2020-07-24,306
5706,Like a Cat on a Highway,"Family, Comedy",it,6.5,1,39,2017-12-28,897
5707,Them Who?,Comedy,it,6.5,1,35,2015-11-19,419
5708,Middle Men,"Drama, Comedy, Crime",en,6.5,1,45,2009-05-17,315
5709,Naked Gun 33⅓: The Final Insult,"Comedy, Crime",en,6.5,1,23,1994-03-18,2031
5710,A Guide to Recognizing Your Saints,"Crime, Drama",en,6.5,1,44,2006-09-29,301
5711,The Perfect Storm,"Action, Adventure, Drama, Thriller",en,6.5,2,10,2000-06-29,2280
5712,The Perfection,"Horror, Thriller, Drama",en,6.5,1,30,2018-09-20,1326
5713,"Men, Women & Children","Drama, Comedy",en,6.5,1,56,2014-10-17,860
5714,Stalingrad,"War, Action, Drama",ru,6.5,2,11,2013-10-09,352
5715,Safe House,"Action, Thriller",en,6.5,1,55,2012-02-08,3549
5716,Eagle Eye,"Mystery, Thriller, Action",en,6.5,1,58,2008-09-25,2815
5717,In & Out,Comedy,en,6.5,1,30,1997-09-10,683
5718,A Midsummer Night's Sex Comedy,"Comedy, Romance",en,6.5,1,28,1982-07-16,402
5719,Things to Do in Denver When You're Dead,"Drama, Crime",en,6.5,1,56,1995-12-01,371
5720,Calibre,"Thriller, Drama",en,6.5,1,41,2018-06-22,650
5721,Mr. Right,"Comedy, Action, Romance, Crime",en,6.5,1,35,2016-02-29,1319
5722,Grumpier Old Men,"Romance, Comedy",en,6.5,1,41,1995-12-22,375
5723,The Village,"Drama, Mystery, Thriller",en,6.5,1,48,2004-07-30,4151
5724,Watcher,"Horror, Mystery, Thriller",en,6.5,1,36,2022-06-03,916
5725,Haunted Mansion,"Comedy, Drama, Horror, Fantasy",en,6.5,2,3,2023-07-26,1034
5726,All the Money in the World,"Drama, Crime, History",en,6.5,2,12,2017-12-21,2235
5727,Nacho Libre,"Comedy, Family, Drama",en,6.5,1,32,2006-06-16,1610
5728,Freelance,"Action, Comedy",en,6.5,1,48,2023-10-05,964
5729,Lamb,"Drama, Fantasy, Horror",is,6.5,1,46,2021-08-12,860
5730,Despicable Me 3,"Action, Animation, Comedy, Family, Adventure",en,6.5,1,30,2017-06-15,7110
5731,The Wedding Ringer,Comedy,en,6.5,1,41,2015-01-16,1561
5732,Anna,"Thriller, Drama",en,6.5,1,39,2013-10-13,644
5733,Get Shorty,"Comedy, Thriller, Crime",en,6.5,1,45,1995-10-20,1027
5734,Shoot 'Em Up,"Action, Thriller, Comedy, Crime",en,6.5,1,26,2007-07-26,1845
5735,Return,Comedy,en,6.5,0,15,2015-07-04,499
5736,White House Down,"Action, Drama, Thriller",en,6.5,2,11,2013-06-27,4696
5737,Blue Lagoon: The Awakening,"Drama, Adventure, Romance, TV Movie",en,6.5,1,25,2012-06-16,1407
5738,Star Trek: The Motion Picture,"Science Fiction, Adventure, Mystery",en,6.5,2,11,1979-12-07,1712
5739,A Futile and Stupid Gesture,Comedy,en,6.5,1,41,2018-01-24,326
5740,Genius,"History, Drama",en,6.5,1,44,2016-06-10,665
5741,Green Zone,"War, Action, Adventure, Drama, Thriller",en,6.5,1,55,2010-03-11,2142
5742,The Rocketeer,"Action, Adventure, Science Fiction, Family",en,6.5,1,48,1991-06-21,927
5743,Genius,"History, Drama",en,6.5,1,44,2016-06-10,665
5744,Gremlins 2: The New Batch,"Comedy, Horror, Fantasy",en,6.5,1,46,1990-06-15,2549
5745,The Silencing,"Thriller, Action, Crime",en,6.5,1,33,2020-07-18,672
5746,A Futile and Stupid Gesture,Comedy,en,6.5,1,41,2018-01-24,326
5747,Spectral,"Science Fiction, Thriller, Action",en,6.5,1,49,2016-12-09,1692
5748,Mr. Holmes,"Drama, Crime, Family, Mystery",en,6.5,1,44,2015-06-19,1829
5749,Summer of Sam,"Crime, Drama, Thriller",en,6.5,2,22,1999-06-28,451
5750,Jeepers Creepers,"Horror, Thriller, Mystery, Drama",en,6.5,1,30,2001-07-01,2980
5751,The Ninth Gate,"Mystery, Thriller, Horror",en,6.5,2,13,1999-08-25,2978
5752,Time Is Up,"Romance, Drama",en,6.5,1,48,2021-09-09,659
5753,Revenge,"Action, Thriller, Horror",fr,6.5,1,49,2018-02-07,1740
5754,Olaf's Frozen Adventure,"Animation, Family, Adventure, Comedy, Fantasy",en,6.5,0,22,2017-10-27,1420
5755,Mad Money,"Action, Comedy, Crime",en,6.5,1,44,2008-01-17,657
5756,The Prophecy,"Horror, Fantasy, Thriller",en,6.5,1,38,1995-08-05,490
5757,Father of the Bride,"Comedy, Romance",en,6.5,1,45,1991-12-20,1336
5758,Tommy,"Drama, Music",en,6.5,1,51,1975-03-19,316
5759,Fame,"Drama, Music",en,6.5,2,14,1980-05-16,452
5760,Trap,"Thriller, Crime",en,6.5,1,45,2024-07-31,1565
5761,Ghost Stories,"Horror, Drama",en,6.5,1,38,2018-01-20,1159
5762,The Twilight Saga: Breaking Dawn - Part 2,"Adventure, Fantasy, Drama, Romance",en,6.5,1,55,2012-11-13,8836
5763,Big Nothing,"Action, Comedy, Crime, Thriller",en,6.5,1,26,2006-12-01,417
5764,The Christmas Chronicles: Part Two,"Family, Fantasy, Adventure, Comedy",en,6.5,1,52,2020-11-18,1010
5765,Project Power,"Action, Crime, Science Fiction",en,6.5,1,53,2020-08-14,2820
5766,The Personal History of David Copperfield,Comedy,en,6.5,1,59,2019-11-07,456
5767,Louder Than Bombs,Drama,en,6.5,1,45,2015-10-01,324
5768,Hey Arnold! The Movie,"Animation, Comedy, Family",en,6.5,1,16,2002-06-28,349
5769,Bring It On: In It to Win It,Comedy,en,6.5,1,30,2007-10-29,509
5770,Stakeout,"Action, Comedy, Romance",en,6.5,1,56,1987-08-05,388
5771,G.I. Jane,"Action, Drama",en,6.5,2,5,1997-08-19,1656
5772,Let's Be Cops,Comedy,en,6.5,1,44,2014-08-13,2746
5773,The Manchurian Candidate,"Drama, Thriller, Mystery",en,6.5,2,9,2004-07-30,1515
5774,Sydney White,Comedy,en,6.5,1,48,2007-09-21,1026
5775,Last Action Hero,"Adventure, Fantasy, Action, Comedy, Family",en,6.5,2,11,1993-06-18,2679
5776,The Meyerowitz Stories (New and Selected),"Comedy, Drama",en,6.5,1,52,2017-05-21,1173
5777,The Disappearance of Alice Creed,"Crime, Drama, Thriller",en,6.5,1,40,2009-09-12,535
5778,8MM,"Thriller, Crime, Mystery",en,6.5,2,3,1999-02-26,1982
5779,Bean,"Family, Adventure, Comedy",en,6.5,1,29,1997-07-03,2371
5780,Rampage,"Action, Adventure, Science Fiction",en,6.5,1,47,2018-04-11,7006
5781,Scream 4,"Horror, Mystery",en,6.5,1,51,2011-04-13,3680
5782,Last Seen Alive,"Action, Thriller",en,6.5,1,35,2022-05-12,936
5783,Spree,"Comedy, Crime, Horror",en,6.5,1,33,2020-08-14,429
5784,It Boy,Comedy,fr,6.5,1,32,2013-03-06,1437
5785,Oculus,Horror,en,6.5,1,44,2013-09-08,2912
5786,Warm Bodies,"Horror, Comedy, Romance",en,6.5,1,37,2013-01-31,6013
5787,Attack the Block,"Action, Comedy, Science Fiction",en,6.5,1,28,2011-05-12,2036
5788,Stir Crazy,Comedy,en,6.5,1,51,1980-12-12,426
5789,Twilight Zone: The Movie,"Horror, Fantasy, Science Fiction",en,6.5,1,41,1983-06-24,709
5790,The Uninvited,Horror,en,6.5,1,27,2009-01-30,1479
5791,The Adventures of Ichabod and Mr. Toad,"Horror, Fantasy, Animation, Family",en,6.5,1,8,1949-10-05,600
5792,The Perfect Date,"Romance, Comedy",en,6.5,1,33,2019-04-12,3234
5793,Imperium,"Crime, Drama",en,6.5,1,49,2016-08-19,1350
5794,Little Giants,"Comedy, Family",en,6.5,1,47,1994-10-14,426
5795,The Indian in the Cupboard,"Adventure, Family, Fantasy",en,6.5,1,36,1995-07-14,616
5796,Toy Soldiers,"Action, Adventure, Thriller",en,6.5,1,52,1991-04-24,329
5797,Next Friday,Comedy,en,6.5,1,38,2000-01-12,562
5798,For Love of the Game,"Drama, Romance",en,6.5,2,18,1999-09-17,411
5799,Café Society,"Comedy, Drama, Romance",en,6.5,1,37,2016-05-11,2656
5800,Fantozzi Still Suffers,Comedy,it,6.5,1,25,1983-12-22,451
5801,Robots,"Animation, Comedy, Family, Science Fiction",en,6.5,1,30,2005-03-10,4510
5802,Luther,"Drama, History",en,6.5,2,3,2003-10-29,304
5803,The Idiots,"Comedy, Drama",da,6.5,1,54,1998-04-28,568
5804,Borat Subsequent Moviefilm,Comedy,en,6.5,1,36,2020-10-23,2507
5805,Return of the Tooth Fairy,Horror,en,6.5,1,31,2020-06-15,850
5806,Deerskin,"Comedy, Horror",fr,6.5,1,17,2019-06-19,704
5807,Paulette,"Crime, Comedy",fr,6.5,1,27,2012-10-04,390
5808,Pontypool,"Horror, Mystery, Science Fiction",en,6.5,1,37,2009-03-06,610
5809,Nick and Norah's Infinite Playlist,"Comedy, Music, Drama, Romance",en,6.5,1,29,2008-10-03,1165
5810,Psycho II,"Horror, Mystery, Thriller",en,6.5,1,53,1983-06-03,633
5811,The Secret of My Success,Comedy,en,6.5,1,51,1987-04-10,613
5812,Critters,"Comedy, Horror, Science Fiction",en,6.5,1,26,1986-04-11,966
5813,The Mystery of Henri Pick,"Drama, Comedy",fr,6.5,1,41,2019-03-06,441
5814,The Runaways,"Music, Drama, History",en,6.5,1,46,2010-03-19,780
5815,Instinct,"Drama, Thriller",en,6.5,2,4,1999-06-04,597
5816,Flightplan,"Thriller, Drama, Mystery",en,6.5,1,38,2005-09-22,2587
5817,Lucy,"Action, Science Fiction",en,6.5,1,29,2014-07-25,15922
5818,Everyone Says I Love You,"Comedy, Romance",en,6.5,1,41,1996-12-06,647
5819,The Rundown,"Adventure, Action, Comedy, Thriller",en,6.5,1,44,2003-09-26,1960
5820,The Aftermath,"War, Drama, Romance",en,6.5,1,48,2019-03-01,651
5821,Ferrari,"History, Drama",en,6.5,2,11,2023-12-14,940
5822,Grandma,"Comedy, Drama",en,6.5,1,18,2015-06-04,357
5823,Dragon Ball Z: The Return of Cooler,"Action, Animation, Science Fiction",ja,6.5,0,46,1992-03-07,979
5824,Joe Kidd,Western,en,6.5,1,28,1972-07-19,356
5825,Ella Enchanted,"Family, Fantasy, Comedy",en,6.5,1,36,2004-04-09,1826
5826,L.A. Story,"Comedy, Fantasy, Romance",en,6.5,1,35,1991-02-08,329
5827,Unhinged,"Action, Thriller, Horror",en,6.5,1,30,2020-07-16,2251
5828,Guns Akimbo,"Action, Comedy",en,6.5,1,38,2020-02-27,2281
5829,The Magnificent Seven,"Adventure, Action, Western",en,6.5,2,12,2016-09-14,5861
5830,Girlhood,Drama,fr,6.5,1,52,2014-10-22,370
5831,Never Back Down 2: The Beatdown,"Drama, Action",en,6.5,1,39,2011-09-13,634
5832,My Bloody Valentine,"Horror, Mystery, Thriller",en,6.5,1,30,1981-02-11,474
5833,The Night Before the Exams,Comedy,it,6.5,1,40,2006-02-17,1042
5834,Stitch! The Movie,"Comedy, Adventure, Family, Animation",en,6.5,1,0,2003-08-26,695
5835,Tango & Cash,"Action, Thriller, Comedy, Drama",en,6.5,1,44,1989-12-22,1897
5836,What Women Want,"Comedy, Romance",en,6.5,2,7,2000-12-15,3911
5837,Freeway,"Comedy, Crime, Thriller",en,6.4,1,45,1996-08-23,360
5838,Made of Honor,"Comedy, Romance",en,6.4,1,41,2008-04-30,1641
5839,One Fine Day,"Romance, Comedy",en,6.4,1,48,1996-12-20,645
5840,The Whole Nine Yards,"Comedy, Crime",en,6.4,1,38,2000-02-18,1851
5841,The Party 2,"Comedy, Romance, Drama",fr,6.4,1,49,1982-12-08,619
5842,32 Malasana Street,"Drama, Horror",es,6.4,1,45,2020-01-17,649
5843,Halloween Kills,"Horror, Thriller",en,6.4,1,45,2021-10-14,2653
5844,Headshot,"Action, Thriller, Drama",id,6.4,1,57,2016-09-24,432
5845,Jackie,Drama,en,6.4,1,40,2016-12-02,2282
5846,The Boss Baby,"Animation, Comedy, Family",en,6.4,1,37,2017-03-23,7043
5847,Your Sister's Sister,Comedy,en,6.4,1,30,2011-09-11,334
5848,Liberal Arts,"Romance, Comedy, Drama",en,6.4,1,37,2012-09-14,529
5849,Ice Age: A Mammoth Christmas,"Animation, Family, TV Movie",en,6.4,0,26,2011-11-24,636
5850,The Kill Team,"War, Action, Drama",en,6.4,1,27,2019-10-17,387
5851,Saved!,Comedy,en,6.4,1,32,2004-06-11,454
5852,Private Parts,"Comedy, Drama",en,6.4,1,49,1997-03-07,333
5853,Operation Christmas Drop,"Comedy, Family, Romance, TV Movie",en,6.4,1,35,2020-11-05,541
5854,Spell,"Thriller, Horror, Fantasy",en,6.4,1,31,2020-10-30,383
5855,Marvel One-Shot: Item 47,"Science Fiction, Action, Fantasy",en,6.4,0,12,2012-08-29,537
5856,Class of 1984,"Action, Crime, Drama, Thriller",en,6.4,1,38,1982-08-20,343
5857,Skins,"Drama, Comedy",es,6.4,1,18,2017-06-09,524
5858,Money Monster,"Thriller, Drama",en,6.4,1,38,2016-05-12,2917
5859,Dragon Ball Z: Lord Slug,"Action, Animation, Science Fiction",ja,6.4,0,52,1991-03-19,521
